hours_studied,previous_grade,parental_support,attendance,extracurricular,family_income,class_participation,homework_completion,sleep_hours,final_grade
3,43,1,66,0,87740,1,32,9,64
4,93,1,49,0,117831,1,79,17,88
3,57,1,54,1,63373,1,84,23,82
12,63,1,67,0,56984,0,26,20,42
10,33,1,67,0,161698,0,24,17,99
2,99,1,70,0,54674,0,26,23,91
7,90,1,60,0,96283,0,18,22,43
12,70,1,68,1,106289,1,49,22,85
12,48,1,83,0,85226,0,77,23,58
1,30,1,69,1,151661,1,47,6,62
4,96,1,95,0,155106,0,37,17,66
4,90,0,94,1,164334,1,1,12,84
2,60,0,64,0,107514,1,13,13,52
10,48,1,82,1,157815,0,32,19,69
4,75,0,72,0,129187,1,77,5,57
8,75,0,52,1,142238,1,55,14,80
2,87,1,68,1,115912,0,41,8,82
5,48,1,48,0,182141,0,40,18,79
1,88,1,75,1,143581,1,33,19,72
13,64,0,47,0,58225,0,92,14,89
9,43,1,56,0,199168,1,3,11,63
8,52,1,65,1,197337,1,83,9,55
11,53,0,74,0,67991,0,18,12,90
3,30,1,97,1,116617,0,90,22,62
5,66,0,81,0,186689,0,29,6,96
2,98,1,78,0,175915,1,52,18,91
6,98,1,57,0,195270,1,14,15,78
6,84,1,76,0,96656,1,22,22,60
2,71,0,92,0,193830,1,61,16,40
13,88,1,47,1,106374,1,37,6,97
12,51,0,56,1,55381,1,68,10,60
11,74,1,57,0,139980,0,85,8,40
13,84,1,72,0,122025,1,25,20,44
11,37,1,56,0,95447,1,26,6,57
10,70,0,97,1,184695,1,44,23,96
3,30,0,69,1,80472,0,57,15,65
5,89,1,86,1,179930,0,66,17,40
10,62,0,40,0,194411,0,97,7,89
2,98,0,48,0,89012,1,10,7,74
12,74,1,64,0,120151,0,22,17,61
6,76,0,62,0,116022,1,44,15,62
7,86,1,52,1,180408,1,96,19,97
5,35,1,75,0,100640,0,33,21,57
1,92,0,57,0,100206,1,15,20,62
13,65,0,67,0,149952,1,63,20,46
13,58,1,42,1,193434,0,86,15,96
11,47,0,77,0,181963,1,79,14,72
9,95,0,97,1,66627,1,7,5,46
12,68,0,95,1,107401,0,18,19,95
3,95,0,54,0,121584,1,55,13,56
2,45,0,44,1,70403,0,24,8,57
9,77,1,90,1,163595,1,0,15,84
7,61,1,65,1,190707,0,77,5,97
11,73,1,43,1,66210,0,64,12,57
10,84,1,79,1,50306,0,44,9,48
9,78,0,47,0,103027,0,20,18,48
2,38,1,57,0,91365,0,65,8,59
8,62,1,46,0,66861,1,6,20,66
1,81,1,59,1,195105,0,33,16,69
9,83,1,62,1,168841,1,24,18,55
10,86,0,79,1,169571,1,24,7,88
3,65,0,66,0,112633,1,25,18,49
13,61,1,88,1,133868,1,58,20,79
7,96,0,98,1,78360,0,48,15,46
8,75,1,73,1,69947,1,60,5,52
4,55,0,84,1,81553,1,42,6,77
10,41,1,59,0,162494,0,31,14,76
3,58,0,56,0,64982,1,75,13,57
13,70,0,99,0,135810,1,13,23,62
7,44,0,92,1,96119,1,99,17,61
8,45,1,94,1,156365,0,8,21,56
8,60,1,46,1,87720,1,33,10,60
2,51,0,43,1,85794,0,29,19,98
6,81,0,70,1,69295,1,1,10,60
5,77,1,50,1,155968,0,36,23,75
6,93,0,95,0,159182,0,61,7,76
7,51,1,89,0,147697,0,97,22,90
10,34,1,77,0,55508,1,99,21,71
7,84,0,81,1,128282,0,47,5,69
8,75,0,54,0,66763,0,64,20,93
6,78,0,69,1,97100,1,7,19,73
13,63,1,58,1,64577,1,8,20,86
5,57,1,89,1,104750,1,30,19,78
4,56,0,77,1,51306,0,55,23,56
6,61,0,90,0,174225,1,1,15,76
11,84,0,95,0,87493,0,24,21,43
5,90,1,85,0,66507,0,61,8,65
9,46,0,95,1,103754,0,72,22,92
7,33,1,81,1,100622,1,79,6,41
11,32,1,80,1,118936,0,83,6,64
13,91,0,91,1,106810,1,24,15,55
13,32,0,45,1,198763,1,39,9,57
10,37,1,84,1,152203,1,28,12,93
4,77,1,76,1,151405,1,8,10,93
12,78,0,73,1,155505,0,5,8,74
8,60,0,48,0,55306,0,91,10,76
10,73,1,64,0,158868,0,88,23,77
2,97,0,45,0,148780,0,41,21,57
7,80,1,73,0,175644,0,78,17,41
12,59,0,82,1,81237,1,63,12,71
12,96,0,55,0,129359,0,3,22,49
2,45,0,82,0,147565,0,51,10,60
4,70,1,67,0,60144,1,18,21,74
6,87,0,81,1,135513,0,28,16,51
3,69,0,64,1,63210,1,30,23,86
9,31,0,55,0,81153,1,27,10,72
4,38,0,51,1,111411,1,13,6,85
13,64,0,72,0,155442,1,59,13,99
13,67,1,55,0,168859,0,6,6,54
7,73,1,53,0,142460,1,47,11,88
2,93,1,61,0,147062,0,26,13,62
8,47,0,98,1,184206,1,27,22,42
8,40,0,60,0,185044,1,15,21,48
8,79,0,65,1,101606,1,75,21,56
10,96,0,90,0,152606,0,78,13,46
11,62,1,59,0,105253,1,70,20,79
1,73,1,86,0,54037,0,15,7,52
4,55,0,42,1,199189,0,9,10,85
1,73,1,88,1,184629,0,99,12,94
8,75,0,41,0,159001,0,41,10,55
11,65,1,80,0,85079,1,56,19,88
4,39,0,40,1,84446,0,65,19,58
9,47,0,70,0,109678,0,94,11,66
7,60,1,63,1,75599,0,11,8,95
12,98,0,71,1,104087,0,43,11,97
6,99,0,88,0,116555,1,24,20,70
8,45,0,88,1,147574,1,48,6,94
4,44,0,68,1,176880,0,0,21,43
5,47,1,43,1,172360,1,66,14,95
6,30,0,93,0,110447,1,22,5,42
4,92,1,95,0,180066,0,76,15,87
8,65,0,64,1,169582,0,79,18,64
3,62,0,93,0,186085,0,56,17,91
13,44,0,47,1,172253,1,59,19,72
6,47,0,85,1,79311,0,39,16,63
1,72,1,73,0,197963,0,48,9,41
13,84,1,51,1,92787,1,21,15,95
1,75,0,98,0,57696,1,12,5,40
4,68,1,50,0,120706,0,14,6,83
4,66,1,95,0,178430,1,76,17,54
13,79,0,79,1,108454,1,79,8,45
12,91,1,95,1,96497,0,79,17,76
8,89,0,77,0,56838,0,59,23,64
8,63,0,89,1,65936,0,28,18,67
11,34,0,56,0,130844,0,33,22,85
4,83,0,78,0,73735,0,38,15,94
2,44,1,59,1,84806,0,97,19,86
10,63,0,73,1,75398,0,8,21,71
8,80,1,76,0,178800,1,94,17,98
2,87,0,45,1,59909,1,53,14,63
12,64,0,89,0,169203,1,57,22,47
2,58,1,70,0,94595,0,75,9,53
8,50,0,84,1,141466,1,76,23,84
6,50,1,99,1,55290,0,41,20,83
12,58,0,87,1,175856,1,86,11,72
8,77,0,71,1,146137,1,89,10,43
11,53,1,68,1,106196,0,27,18,74
4,70,0,51,0,93707,0,24,9,66
2,57,0,69,0,176520,1,91,10,90
11,86,0,57,1,165298,1,54,20,85
2,78,0,80,1,55582,1,7,19,48
8,44,1,71,1,151086,0,18,5,72
10,44,0,66,0,101493,0,70,15,81
5,57,1,45,0,166072,1,39,23,74
13,77,1,51,0,123002,0,40,19,76
2,43,1,61,0,76112,0,34,10,96
1,33,0,59,1,174279,0,35,11,66
6,64,1,71,1,65498,0,24,21,44
5,84,1,59,1,73864,0,54,15,45
9,52,0,95,1,86654,1,90,5,67
4,39,1,84,0,93220,1,76,10,84
5,72,1,96,0,62465,0,72,11,42
12,54,1,53,1,193290,1,82,12,54
2,65,0,75,1,58454,1,59,9,70
6,64,1,57,0,120175,1,47,12,45
9,78,0,57,1,185904,0,70,10,66
13,86,0,60,0,129518,1,41,10,65
13,66,0,75,1,133438,0,41,8,99
13,46,0,91,0,91464,1,39,6,40
6,70,1,69,0,95192,1,53,18,83
11,95,1,74,1,125751,1,33,6,91
7,46,1,79,1,91249,0,44,13,56
5,77,0,99,1,70226,1,20,8,76
1,93,0,69,0,168609,1,68,9,99
10,84,0,68,1,150658,1,74,16,74
4,75,1,98,0,163152,1,20,11,96
12,98,0,57,1,70608,0,95,15,40
9,41,1,76,0,153338,1,70,6,71
6,43,0,85,1,66874,1,35,5,64
10,68,1,55,0,75909,1,22,10,40
12,70,0,51,1,101190,0,41,5,58
8,53,0,52,1,90549,1,57,8,85
3,81,0,85,1,114644,1,8,17,41
12,78,0,70,0,166112,0,78,8,58
12,88,0,87,0,187744,0,42,7,91
11,85,1,59,1,111675,0,58,20,56
1,82,1,73,0,72396,1,12,11,60
12,85,0,89,1,100116,1,9,5,40
9,80,0,54,1,66232,1,46,17,99
9,61,1,59,1,78260,0,44,8,61
12,70,1,84,1,102478,0,23,22,97
12,99,1,86,0,195542,1,9,21,97
4,39,1,59,1,62441,0,15,18,65
4,60,1,53,1,199860,1,56,14,63
8,61,0,65,0,139998,1,24,12,95
3,39,0,52,1,140919,0,32,18,73
2,43,0,86,0,173386,1,47,18,71
7,69,1,97,0,182818,0,68,21,80
6,33,0,91,1,53170,1,77,16,96
10,37,1,50,1,139349,1,36,14,84
7,51,1,51,1,199620,0,78,11,51
11,70,0,54,0,138166,1,35,15,64
3,85,0,77,1,116481,0,16,18,58
5,41,1,96,0,183546,1,45,14,48
4,40,0,79,1,108449,1,64,7,93
4,49,1,67,1,76530,1,12,22,92
1,98,1,87,1,77932,0,7,20,77
10,66,1,87,1,94463,0,26,7,96
9,74,0,43,0,86354,1,98,21,66
11,67,1,88,0,114816,1,25,12,55
13,82,0,57,0,120526,1,43,23,95
3,96,1,82,1,64998,1,92,16,45
11,72,1,44,1,102264,0,71,8,86
13,72,1,54,1,135955,1,69,23,84
12,32,1,62,0,109975,0,69,6,41
10,83,0,69,0,65683,1,54,6,97
1,41,0,73,1,81010,1,22,12,78
2,67,0,49,1,154344,1,13,18,55
7,78,1,78,1,113893,1,27,7,83
12,79,0,94,1,93392,0,90,20,70
2,58,1,50,1,172267,0,22,23,57
5,73,1,57,1,181716,1,67,6,91
10,49,1,65,0,75874,1,61,18,78
13,71,1,67,0,139096,0,78,23,91
4,74,1,47,0,72676,1,25,5,58
11,76,0,40,1,187526,1,7,9,45
5,95,1,91,0,179609,0,86,8,96
1,51,0,50,0,195507,1,97,23,77
13,93,1,55,0,172986,0,2,11,66
9,62,1,51,1,92233,1,34,14,96
12,65,0,62,0,97188,0,99,11,98
7,56,0,86,1,128034,0,98,23,51
10,64,1,44,0,153964,0,55,16,60
8,60,1,57,0,168639,1,7,15,58
2,55,1,79,1,99789,1,30,19,69
9,60,1,41,0,107799,1,42,13,55
13,72,1,51,1,108987,1,80,13,60
7,71,0,50,0,90130,1,65,10,98
6,80,1,95,0,198090,1,5,17,58
13,75,0,70,1,134618,0,62,6,77
2,53,0,59,0,113724,1,59,13,65
4,67,0,63,0,170463,0,60,16,45
2,45,1,91,0,146713,0,0,14,67
12,39,0,98,0,136053,1,78,10,56
7,73,0,76,0,91349,1,19,6,86
1,41,1,94,0,82350,1,23,19,62
1,71,0,68,0,136492,0,30,20,96
7,69,1,89,1,91098,0,45,23,50
13,77,1,83,0,69732,1,82,11,67
5,98,0,77,0,151368,1,41,15,77
8,85,1,97,0,144233,1,63,16,75
12,84,1,75,1,61959,0,55,10,61
2,61,0,88,0,94770,1,57,22,53
1,73,0,76,1,131244,0,69,14,58
4,47,1,85,0,151982,1,27,17,43
2,57,0,80,1,109885,0,9,9,59
13,56,1,74,0,136833,0,63,6,54
6,33,1,80,0,71501,0,88,22,41
5,39,1,79,0,125930,1,31,11,93
12,79,0,87,0,139218,0,70,18,85
4,56,1,82,0,117493,1,99,22,71
11,41,0,47,0,188454,0,56,10,51
11,61,1,48,0,110905,1,74,9,83
5,51,0,52,0,131816,0,95,16,66
5,37,1,76,0,135913,1,92,12,61
6,72,1,54,1,160689,0,16,14,65
12,78,0,46,1,107281,1,76,10,44
13,93,1,49,0,179215,0,65,15,61
11,55,1,87,0,125494,0,94,20,59
11,45,0,92,1,196076,1,92,11,96
3,34,1,78,1,91285,1,63,21,57
3,57,0,73,0,61401,1,86,12,91
6,76,1,70,1,184654,0,89,9,77
9,54,0,94,1,114239,1,33,19,81
4,40,1,85,0,155218,0,61,5,99
3,43,0,52,0,76258,0,69,12,76
2,40,0,77,0,78608,0,24,12,82
6,87,1,96,0,163954,1,78,13,85
1,82,0,42,1,65997,0,75,23,58
4,79,0,55,1,158189,0,86,7,96
1,32,0,63,1,179757,0,54,20,51
1,65,1,47,1,55322,1,50,13,59
7,84,1,81,0,161377,1,63,17,66
7,33,1,77,1,162378,0,10,18,91
8,35,1,65,1,190357,1,61,13,87
11,96,0,51,1,89706,0,9,7,73
3,50,0,88,1,133017,0,35,21,62
2,37,1,48,1,69798,0,88,22,91
8,45,0,57,0,55458,0,26,10,83
12,97,1,59,0,158031,0,19,6,73
13,92,1,63,1,120549,0,22,11,49
8,66,0,76,1,90328,1,62,21,86
13,72,0,53,0,103512,0,24,12,62
3,89,0,66,0,82359,1,99,15,81
5,37,1,51,1,184416,1,88,19,89
5,47,1,73,1,78738,0,23,23,64
13,86,0,88,1,143452,1,10,18,97
13,60,0,95,1,186380,0,65,17,62
6,33,1,68,1,174939,1,99,7,53
9,92,1,43,0,158338,1,53,22,65
6,98,1,44,1,146429,0,9,9,98
10,30,1,71,0,125781,0,47,18,91
11,93,0,72,1,183184,0,67,9,44
7,84,1,56,0,192617,1,79,19,69
5,75,1,67,0,146321,1,44,18,88
7,89,0,78,1,108963,0,12,9,71
13,88,0,99,1,135531,0,72,18,73
11,85,1,92,0,50294,0,93,6,90
12,92,1,86,1,141982,1,60,12,40
1,88,0,63,0,174265,1,58,15,98
11,36,1,60,1,151662,0,88,22,99
5,67,1,70,1,74870,1,97,14,78
7,37,1,90,0,165622,0,72,5,46
10,87,0,40,1,110448,1,3,18,65
11,83,1,83,1,152357,1,98,10,64
8,76,1,82,1,133412,1,57,19,75
4,97,1,74,1,140544,1,61,22,65
6,62,0,79,1,196615,0,69,16,67
11,91,0,97,0,69864,0,17,15,67
13,57,0,47,1,99143,1,99,10,75
2,86,0,59,1,195296,1,0,8,50
10,96,1,98,1,115937,1,68,20,78
13,79,1,98,0,194028,0,35,18,62
1,73,1,69,0,117060,0,29,9,88
2,56,0,51,0,92078,0,85,11,81
1,30,0,98,1,191376,0,14,11,55
12,37,0,79,1,124682,0,85,19,80
10,50,1,50,0,104792,1,24,6,68
6,43,0,73,0,177377,1,40,11,67
12,80,1,80,0,83983,0,2,14,47
7,77,1,93,0,102719,0,97,7,96
13,65,0,64,0,57395,1,89,10,91
4,70,0,72,1,174197,1,45,14,71
8,77,1,49,1,118239,0,78,6,62
10,63,1,73,1,72437,0,26,21,86
11,33,0,69,1,152752,0,19,22,65
12,48,0,95,0,69649,0,26,10,64
11,70,1,59,1,167884,0,67,21,97
4,53,0,58,0,147366,1,79,18,53
7,36,0,84,0,124954,1,10,18,71
2,67,0,53,0,144697,0,90,14,93
5,73,0,89,0,196484,1,63,5,76
8,78,1,82,1,185099,1,52,21,63
6,75,1,97,0,125545,0,56,12,83
5,66,0,99,1,141128,0,78,20,59
10,66,1,61,0,187037,0,45,9,88
1,48,1,91,1,59416,0,87,9,64
8,45,1,65,1,198262,0,27,10,85
9,86,0,44,0,180454,1,58,9,76
3,72,1,59,1,100271,1,97,18,47
7,85,1,47,0,98271,1,86,13,59
12,79,1,63,1,151990,1,31,5,72
3,30,0,75,0,57894,0,76,8,60
7,31,0,91,0,71205,1,15,15,99
8,56,0,78,0,112002,0,36,23,86
5,66,0,68,0,116968,1,51,19,46
10,83,0,70,1,174631,1,66,17,51
12,83,0,45,1,169703,0,54,16,59
9,88,0,49,1,151185,1,84,23,42
3,35,0,59,0,87110,1,29,13,74
3,42,1,51,0,75369,0,23,12,68
7,55,1,66,1,112491,1,99,20,67
1,97,1,62,0,118774,0,52,11,48
2,75,1,52,0,69584,1,43,20,53
5,55,0,85,1,94662,1,3,18,48
2,49,1,81,1,149399,0,88,10,90
9,41,1,45,1,130746,0,62,18,99
7,78,0,43,0,91047,1,2,12,43
7,90,0,96,0,147828,1,82,23,62
12,91,1,78,1,195666,1,76,9,88
3,55,1,99,0,51395,0,49,9,49
1,50,1,93,1,52408,0,51,19,82
10,62,0,90,1,67099,0,93,19,50
9,85,0,87,0,67693,0,78,7,90
10,50,0,72,1,188457,1,33,23,92
2,74,1,84,0,95021,0,92,13,66
6,44,0,56,0,194109,1,33,5,83
2,70,1,74,0,163807,0,42,7,47
1,56,1,80,0,119167,1,54,21,44
9,98,0,45,0,159089,0,4,6,63
5,58,0,68,0,51750,0,83,11,84
3,88,0,96,1,94685,0,99,9,63
1,76,1,52,0,97746,1,77,22,94
9,51,1,86,1,108217,1,82,22,42
11,37,1,47,1,161877,1,76,13,88
13,58,0,78,1,170814,0,73,7,57
6,65,0,86,0,173296,0,27,18,62
12,77,0,70,1,140830,1,61,21,76
4,81,0,58,0,121674,1,83,12,68
4,38,0,83,0,83261,1,14,12,79
1,67,0,78,1,161595,0,97,17,45
11,67,0,77,1,75821,1,24,20,83
11,38,0,56,1,139573,1,46,22,48
6,79,1,68,1,196805,0,11,18,93
7,35,1,89,1,90023,0,31,5,94
11,72,0,47,1,100780,1,25,16,52
3,91,1,64,0,102740,0,27,13,92
9,96,1,66,0,176375,1,3,21,87
13,64,1,82,1,71465,0,45,18,86
11,89,1,50,1,197926,0,6,16,99
13,60,0,49,0,61046,0,2,23,82
11,68,1,60,0,92516,1,45,7,92
2,56,0,77,0,168119,1,38,17,80
13,44,1,56,1,51091,1,73,6,93
1,86,1,91,1,168572,1,7,22,56
12,97,0,89,1,192381,0,12,14,95
12,98,0,61,0,183543,0,2,9,59
10,34,1,61,0,79335,0,24,6,81
4,81,1,76,0,55147,0,35,22,70
9,66,1,57,0,191900,1,54,11,44
6,98,0,70,0,149372,1,37,16,80
2,65,0,89,0,150533,0,43,23,65
8,47,0,80,1,141237,0,47,22,63
6,60,1,91,0,88210,1,18,19,64
7,48,0,58,0,152445,0,24,19,87
1,70,0,56,1,78393,0,91,20,46
4,59,0,80,0,58429,1,2,12,76
13,91,0,43,1,58504,0,68,9,57
11,96,0,71,1,170969,1,3,12,96
6,93,0,64,1,175741,1,83,21,95
12,41,1,93,1,71276,1,4,15,42
4,48,0,62,1,191424,1,11,8,42
3,78,0,52,1,109293,1,35,9,83
1,78,1,77,1,158696,0,17,19,83
4,33,0,74,0,141335,1,63,12,44
7,30,0,75,0,154263,0,95,16,76
12,43,1,72,0,58362,0,15,6,86
8,41,1,69,1,156958,0,63,6,68
3,34,1,46,0,148192,0,79,8,95
3,61,1,55,0,66231,0,58,8,95
10,75,1,95,1,87502,1,3,19,63
2,86,0,80,0,65922,1,17,16,52
8,83,0,56,0,56135,0,69,12,56
6,47,1,95,1,187871,0,5,21,66
2,38,1,97,1,149681,0,13,7,66
10,63,0,75,1,187591,0,81,14,59
5,43,1,57,1,132804,1,15,8,64
1,96,1,49,0,144320,1,51,5,45
1,61,1,55,0,174816,0,18,5,47
12,38,0,91,0,190196,0,35,15,40
9,77,0,79,0,73223,0,56,21,99
3,42,0,60,1,121474,1,90,5,94
2,85,1,60,1,196336,0,70,8,78
11,31,0,57,1,169573,1,14,15,80
4,31,0,81,1,173826,0,95,21,73
10,45,1,68,1,150705,1,52,5,64
1,62,1,67,1,141281,0,62,6,56
10,48,1,40,1,163005,0,45,9,47
7,48,1,62,0,116626,1,56,5,61
2,59,0,92,0,126758,0,8,16,48
12,65,1,84,1,108230,1,94,17,84
1,32,1,81,1,129593,0,31,14,52
10,65,1,42,0,158975,0,80,21,56
3,68,1,70,0,102619,1,4,17,85
12,98,0,56,0,152259,1,74,13,47
7,78,1,70,0,170846,1,60,14,90
13,68,0,52,0,52835,0,27,19,99
10,53,1,48,1,105347,0,81,5,99
2,55,1,99,0,150649,1,41,16,95
2,66,1,64,1,85647,0,11,22,90
6,91,1,42,0,129813,0,39,17,42
10,35,0,58,0,152186,0,16,13,51
4,79,0,42,1,80318,0,29,22,76
7,40,1,79,1,95309,1,33,10,87
11,37,0,54,0,175500,0,11,20,66
12,89,1,97,0,191620,1,68,19,46
11,31,0,67,1,101772,0,23,8,76
11,89,0,50,1,108514,0,92,8,82
9,39,0,48,0,74630,1,0,20,58
12,58,1,52,0,160379,1,17,17,71
5,50,0,83,1,162086,0,97,5,73
13,61,0,83,1,85878,0,46,21,83
12,84,0,73,1,76320,0,4,17,51
7,50,0,96,0,59430,1,3,10,98
6,39,0,49,1,199445,0,55,22,79
10,79,0,90,1,142251,1,35,20,54
12,49,0,51,0,189324,0,88,6,59
4,46,1,58,1,68896,0,56,5,59
2,73,1,65,1,131233,0,97,10,67
1,57,1,89,0,65806,0,25,6,42
10,48,0,56,0,192173,0,29,12,98
10,94,1,78,0,179907,1,60,7,60
7,69,0,91,0,191401,0,42,18,46
10,80,1,99,0,92610,1,93,11,55
11,40,0,92,0,75725,1,98,8,56
4,48,0,87,0,87978,0,19,23,53
12,86,1,83,1,191532,0,86,5,50
8,74,1,48,1,145144,1,71,21,75
4,81,0,47,1,90225,0,31,16,90
13,47,0,71,1,90231,0,98,20,63
12,98,0,73,1,84054,1,97,8,63
6,65,0,95,0,108018,0,84,20,88
1,36,1,45,0,168710,1,39,8,88
8,88,0,85,1,56201,1,84,5,81
3,92,0,75,1,190405,1,32,14,81
10,71,0,99,1,95246,0,73,10,87
12,92,0,93,0,194879,1,15,11,52
7,66,1,56,1,71536,0,37,8,88
6,76,0,82,0,98234,1,23,17,57
13,34,1,84,1,115631,1,85,14,40
12,69,1,85,1,103717,0,20,5,91
4,40,0,68,1,161751,1,93,12,88
3,64,1,92,0,58996,0,39,21,94
8,47,0,87,1,161184,0,26,19,55
12,62,1,54,1,71635,0,80,8,88
2,62,1,86,0,152971,1,48,20,53
9,32,1,92,0,167088,1,86,21,91
11,57,0,62,0,180543,0,45,17,47
1,70,0,91,1,60079,1,61,20,97
8,95,0,76,1,170454,0,38,18,94
13,68,1,71,1,156917,0,84,13,63
13,40,1,60,0,191682,1,28,10,69
9,30,1,67,0,59375,1,48,13,47
5,71,0,61,1,162750,0,92,13,44
1,48,1,88,1,145691,0,62,22,56
13,89,1,84,1,176358,0,69,10,62
8,32,0,79,0,63785,0,77,13,49
3,63,1,54,1,190021,1,95,8,71
2,75,0,68,1,53217,0,35,15,67
1,96,1,43,1,64619,1,36,15,71
4,51,1,40,0,136871,1,30,16,75
5,44,1,46,1,86781,0,1,6,46
11,90,0,81,0,92310,1,64,10,40
3,99,1,72,1,196736,1,96,15,58
11,30,1,46,1,84947,1,55,19,50
5,45,1,86,0,88909,0,21,23,47
2,61,0,49,1,119826,1,5,9,52
3,82,0,42,1,119730,0,47,14,54
7,76,1,45,0,178993,0,68,22,40
2,85,0,55,1,158118,0,86,16,51
11,74,0,74,1,143325,1,94,18,40
7,69,1,79,0,107020,1,5,6,64
2,70,0,86,0,194003,1,55,9,55
11,84,1,69,1,63991,1,68,12,41
9,41,1,73,1,175809,0,41,22,54
7,81,1,80,1,187548,1,3,21,74
3,44,1,43,0,177302,1,20,23,90
11,51,1,73,0,58330,1,78,18,53
2,88,1,50,1,169766,0,43,22,98
6,81,0,44,0,92104,0,61,12,47
7,97,0,65,0,78305,0,54,16,64
1,66,0,84,1,82833,0,66,9,42
4,88,0,49,0,125994,0,47,16,57
1,95,0,66,0,94817,1,50,20,51
3,72,1,45,0,136485,0,17,15,57
11,97,0,87,1,190825,0,2,21,90
2,61,0,91,1,58122,0,15,15,42
8,91,0,67,1,104370,0,0,23,81
3,33,0,79,0,106913,0,9,14,54
11,55,0,66,1,173562,1,50,10,82
2,61,1,98,0,106841,1,86,17,62
7,56,0,46,1,188429,1,94,12,77
2,40,0,56,1,159121,1,60,17,97
10,34,0,95,0,105256,1,91,7,43
11,83,1,70,1,190603,1,46,8,81
3,99,0,52,0,180605,0,39,9,52
12,62,1,89,0,173909,1,92,12,54
4,46,1,56,0,168908,1,54,8,79
2,83,0,83,1,78518,0,97,22,78
8,76,0,48,1,80053,1,51,18,78
12,49,1,85,0,199667,1,49,12,87
5,44,1,74,0,192921,0,18,18,87
1,79,1,42,0,61673,1,64,9,62
1,33,1,69,1,85358,1,89,20,61
11,34,0,62,0,121521,1,37,14,66
1,35,0,46,1,149981,0,29,22,70
11,65,1,77,0,148209,1,70,5,45
5,76,0,44,1,166230,0,26,16,61
8,41,1,75,1,66443,0,71,23,61
13,45,0,43,0,185179,0,27,7,92
5,46,0,65,1,105497,1,77,9,55
1,54,1,43,0,104016,0,73,22,98
3,86,0,78,0,68511,1,39,7,51
11,51,0,54,1,112096,1,38,9,72
9,86,0,73,0,195871,1,22,11,46
3,41,0,47,1,133021,1,62,23,90
8,79,1,60,1,116043,0,33,10,94
9,62,0,93,0,88891,0,43,13,90
1,93,1,91,1,69723,0,99,5,77
4,86,0,55,1,183593,0,53,6,52
2,30,0,63,1,96870,1,99,7,84
5,74,0,65,1,127134,1,13,9,41
12,82,1,98,0,187584,1,19,15,76
5,88,0,73,1,88881,1,76,14,85
5,73,0,40,0,153654,0,31,17,44
11,60,0,84,0,126950,0,4,20,74
6,96,1,95,1,101441,0,56,5,86
12,39,1,96,1,172676,1,63,10,43
5,41,0,97,1,150144,1,3,19,62
4,44,1,69,1,122317,0,41,14,73
4,34,0,73,1,151180,0,8,16,91
12,80,1,56,0,86117,0,2,15,54
13,70,1,49,1,151837,0,56,7,92
8,43,0,98,0,96305,0,21,16,51
10,77,1,46,1,96823,0,68,21,75
7,86,1,71,1,107209,1,74,9,74
8,95,1,85,0,90231,0,40,23,40
13,58,0,41,1,77114,1,79,18,58
8,83,1,95,0,56432,1,31,16,45
13,37,0,73,1,145520,0,21,15,71
1,93,0,67,1,81744,0,49,12,44
1,97,0,80,0,180181,1,9,5,41
6,49,1,56,0,132702,1,99,13,89
5,89,1,64,1,165666,0,15,8,93
1,44,0,55,0,111541,0,6,9,57
2,60,1,44,0,82093,1,27,9,82
11,32,1,95,0,183981,1,59,14,98
7,64,1,63,1,85556,0,76,18,78
4,41,1,89,1,116500,0,84,6,92
5,61,0,77,1,94917,0,9,18,44
7,95,1,53,0,109548,1,91,17,43
2,76,1,90,1,169069,1,77,12,55
12,38,0,84,0,101285,1,18,5,71
11,33,0,83,1,161379,1,89,16,85
4,90,1,93,0,86705,1,42,22,89
5,47,1,89,1,70122,0,87,13,61
6,40,1,87,1,66500,1,23,12,93
4,72,0,45,1,104011,1,77,15,42
9,95,1,48,0,55654,0,79,19,77
10,62,0,81,0,134705,1,44,14,42
9,46,1,49,1,146896,0,36,20,72
6,81,0,71,1,171984,0,79,12,67
8,50,0,81,0,53755,1,80,18,49
6,64,0,81,0,60644,0,86,13,94
10,95,0,79,1,154070,1,52,22,91
1,61,0,64,0,132250,1,57,22,89
13,83,0,69,0,127895,0,70,7,57
12,51,0,53,0,181565,1,38,9,97
6,63,0,54,1,50422,0,75,18,92
3,78,0,50,1,120692,0,8,21,79
12,82,0,93,1,70324,1,3,22,43
5,94,0,53,0,59311,0,74,7,99
12,68,0,83,0,197954,1,48,21,94
7,89,1,80,0,196117,1,31,20,43
12,33,1,48,0,67351,1,73,15,72
3,32,0,43,1,76214,1,92,12,70
6,87,1,91,0,123391,1,26,10,72
5,55,0,84,1,94215,1,54,19,73
11,61,0,96,0,135412,1,61,5,68
6,34,1,40,1,199608,1,20,5,64
4,71,0,93,0,198868,0,99,8,79
1,39,0,96,0,166005,1,1,12,71
7,86,0,41,1,165937,0,18,5,69
2,82,0,63,0,138201,1,46,9,49
4,73,0,81,0,126744,1,67,17,96
10,77,1,50,1,186971,1,78,21,82
4,43,1,97,0,196258,1,45,9,63
5,33,0,76,0,60631,0,4,10,44
8,54,0,57,0,133347,1,6,13,48
5,56,0,79,1,110731,0,72,8,66
4,69,0,79,0,156434,1,90,9,69
12,87,0,74,0,78242,0,60,17,94
1,65,1,79,1,153937,0,32,13,75
8,49,1,59,0,161806,1,82,21,61
